id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2.5-3B_response,Qwen/Qwen2.5-3B_answer
history-2020-304-22,A,multiple_choice,12.0,"['nhiều nước ở Đông Nam Á đã giành được độc lập', 'Việt Nam đã kết thúc cuộc kháng chiến chống Mĩ', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh', 'trật tự hai cực Ianta đã sụp đổ hoàn toàn']",Hiệp hội các quốc gia Đông Nam Á (ASEAN) được thành lập năm 1967 trong bối cảnh,1.0,,,,Bối cảnh/Nguyên nhân,"    [A]  
    Reasoning:  
    - ASEAN was formed in 1967, which was after many Southeast Asian countries had gained independence.  
    => Correct answer: A",A
history-2020-302-28,A,multiple_choice,12.0,"['cuộc cách mạng khoa học kĩ thuật hiện đại diễn ra mạnh mẽ.', 'Việt Nam đã kết thúc cuộc kháng chiến chống Mĩ.', 'trật tự hai cực Ianta đã sụp đổ hoàn toàn.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.']",Hiệp hội các quốc gia Đông Nam Á (ASEAN) được thành lập năm 1967 trong bối cảnh,1.0,,,,Bối cảnh/Nguyên nhân,    [C],C
history-2020-301-27,B,multiple_choice,12.0,"['Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.', 'một số tổ chức hợp tác mang tính khu vực đã ra đời.', 'Việt Nam đã kết thúc cuộc kháng chiến chống Mĩ.', 'trật tự hai cực Ianta đã sụp đổ hoàn toàn.']",Hiệp hội các quốc gia Đông Nam Á (ASEAN) được thành lập năm 1967 trong bối cảnh,1.0,,,,Bối cảnh/Nguyên nhân,"    [C]  
    Reasoning:  
    - The formation of ASEAN in 1967 was influenced by the end of the Vietnam War, which marked the end of the Cold War in Southeast Asia.  
    => Correct answer",C
history-2023-301-31,A,multiple_choice,12.0,"['Nằm trong tiến trình giành thắng lợi từng bước để đi đến thắng lợi hoàn toàn.', 'Đều phản ánh thiện chí hòa bình của các bên tham gia kí kết hiệp định.', 'Là văn bản pháp lí ghi nhận đầy đủ các quyền dân tộc cơ bản của Việt Nam.', 'Là kết quả của những trận quyết chiến chiến lược trên mặt trận quân sự.']",Hiệp định Sơ bộ (6-3-1946) và Hiệp định Giơnevơ (21-7-1954) về Đông Dương có điểm chung nào sau đây?,,,1.0,,"So sánh, đối chiếu","    [B]  
    Reasoning:  
    - Both agreements were signed during the process of gradually achieving victory.  
    - They both reflected the desire for peace among the parties involved.  
    => Correct answer: B",B
history-2022-303-26,B,multiple_choice,12.0,"['Truyền bá chủ nghĩa Mác-Lênin cho công nhân,', 'Đấu tranh đòi thực dân Anh rút về nước.', 'Đưa hội viên vào các nhà máy để hoạt động.', 'Đưa hội viên vào các đồn điền để hoạt động.']",Hoạt động nào sau đây không diễn ra trong phong trào vô sản hóa của Hội Việt Nam Cách mạng Thanh niên (1928)?,,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The Vietnamese Young Communist League (1928) focused on spreading Marxism-Leninism, organizing workers, and fighting for national independence.  
    - It did not involve organizing workers",C
history-2020-304-12,B,multiple_choice,12.0,"['Phát động nhân dân tổng khởi nghĩa.', 'Mở các lớp đào tạo cán bộ cách mạng.', 'Tổ chức ám sát trùm mộ phu Badanh.', 'Phát động khởi nghĩa Yên Bái.']",Hội Việt Nam Cách mạng Thanh niên (1925-1929) có hoạt động nào sau đây?,1.0,,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - The Việt Nam Youth Revolutionary Movement (1925-1929) focused on developing cadres and organizing training.  
    => Correct answer: B",B
history-2020-303-10,C,multiple_choice,12.0,"['Tổ chức ám sát trùm mộ phu Badanh.', 'Phát động khởi nghĩa Yên Bái.', 'Phát động phong trào “vô sản hóa”.', 'Phát động nhân dân tổng khởi nghĩa.']",Hội Việt Nam Cách mạng Thanh niên (1925-1929) có hoạt động nào sau đây?,1.0,,,,Sự kiện / Hoạt động,"    [A]  
    Reasoning:  
    - The Việt Minh Youth League (1925-1929) was a youth organization that aimed to spread revolutionary ideas and mobilize the masses.  
    - Option A,",A
history-2020-302-2,C,multiple_choice,12.0,"['Phát động khởi nghĩa Yên Bái.', 'Tổ chức ám sát trùm mộ phu Badanh.', 'Tuyên truyền lí luận cách mạng.', 'Phát động nhân dân tổng khởi nghĩa.']",Hội Việt Nam Cách mạng Thanh niên (1925-1929) có hoạt động nào sau đây?,1.0,,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The Việt Nam Youth Revolutionary Movement (1925-1929) focused on spreading revolutionary theory.  
    => Correct answer: C",C
history-2020-301-12,B,multiple_choice,12.0,"['Tổ chức ám sát trùm mộ phu Badanh.', 'Xuất bản báo Thanh niên.', 'Phát động nhân dân tổng khởi nghĩa.', 'Phát động khởi nghĩa Yên Bái.']",Hội Việt Nam Cách mạng Thanh niên (1925-1929) có hoạt động nào sau đây?,1.0,,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - Hội Việt Nam Cách mạng Thanh niên was a youth organization that aimed to spread revolutionary ideas and mobilize the youth for the revolution.  
    - Option B, ""Xuất bản",B
history-2022-304-39,B,multiple_choice,12.0,"['Hội viên có tinh thần yêu nước và ý chí cách mạng.', 'Chú trọng phát triển đội ngũ cán bộ vững về lí luận.', 'Phát huy vai trò tiên phong của thanh niên trí thức.', 'Xác định chính xác kẻ thù chủ yếu của cách mạng.']",Hội Việt Nam Cách mạng Thanh niên có điểm mới nào sau đây so với các tổ chức chính trị yêu nước ra đời từ đầu thế kỉ XX đến năm 1927 ở Việt Nam?,,,1.0,,"So sánh, đối chiếu","    [C]  
    Reasoning:  
    - The 1920s saw the emergence of various patriotic organizations.  
    - The Việt Nam Youth Revolutionary Association (Hội Việt Nam Cách mạng Thanh niên) emphasized the role",C
history-2022-302-33,D,multiple_choice,12.0,"['Phát huy vai trò tiên phong của thanh niên trí thức.', 'Hội viên có tinh thần yêu nước và ý chí cách mạng.', 'Xác định chính xác kẻ thù chủ yếu của cách mạng.', 'Chú trọng xây dựng và truyền bá lí luận cách mạng.']",Hội Việt Nam Cách mạng Thanh niên có điểm mới nào sau đây so với các tổ chức chính trị yêu nước ra đời từ đầu thế kỉ XX đến năm 1927 ở Việt Nam?,,,1.0,,"So sánh, đối chiếu","    [C]  
    Reasoning:  
    - The 1920s saw the emergence of various patriotic organizations, but they lacked a clear understanding of the main enemy of the revolution.  
    - The Việt Nam Cách mạng Th",C
history-2023-303-34,D,multiple_choice,12.0,"['Xác định lực lượng vũ trang giữ vai trò quyết định thắng lợi trong chiến tranh giải phóng.', 'Góp phần củng cố và mở rộng chính quyền cách mạng ở miền Nam Việt Nam.', 'Dẫn đến những thắng lợi quân sự góp phần làm xoay chuyền cục diện cách mạng miền Nam.', 'Diễn ra trong bối cảnh cách mạng miền Nam đang đặt ra những yêu cầu mới.']",Hội nghị Ban Chấp hành Trung ương lần thứ 15 (tháng 1-1959) và Hội nghị Ban Chấp hành Trung ương lần thứ 21 (tháng 7-1973) của Đảng Lao động Việt Nam có điểm chung nào sau đây?,,,,1.0,"So sánh, đối chiếu","    [D]  
    Reasoning:  
    - Both conferences took place during the period of the Vietnam War.  
    - They addressed the challenges and strategies for the war effort.  
    => Correct answer: D",D
history-2023-302-40,A,multiple_choice,12.0,"['Tập trung lực lượng dân tộc nhằm giải quyết nhiệm vụ cao nhất của cách mạng.', 'Tập hợp giai cấp địa chủ phong kiến vào Mặt trận Việt Nam độc lập đồng minh.', 'Tập trung mũi nhọn vào kẻ thù chính của dân tộc là chống đế quốc và phát xít.', 'Tiến tới thực hiện thổ địa cách mạng trong khuôn khổ từng nước Đông Dương']",Hội nghị Ban Chấp hành Trung ương tháng 11-1939 và Hội nghị Ban Chấp hành Trung ương tháng 5-1941 của Đảng Cộng sản Đông Dương đều chủ trương tạm gác khẩu hiệu cách mạng ruộng đất nhằm mục đích nào sau đây?,,,,1.0,Đánh giá,"    [C]  
    Reasoning:  
    - Both meetings aimed to temporarily set aside the land revolution slogan to focus on the main task of the revolution.  
    - The main task was to unite the national forces against the common enemy,",C
history-2024-303-39,C,multiple_choice,12.0,"['thành lập chính quyền chuyên chính của công – nông – binh.', 'đánh đổ liên minh thực dân, phát xít và phản động tay sai.', 'phân hóa kẻ thù để tập trung đấu tranh chống kẻ thù chính.', 'hình thành, phát triển khối liên minh công – nông và trí thức.']",Hội nghị Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (11 – 1939) chủ trương tạm gác khẩu hiệu “cách mạng ruộng đất” nhằm,,,,1.0,Kết quả / Ý nghĩa / Vai trò,"    [C]  
    Reasoning:  
    - The conference aimed to temporarily set aside the land revolution slogan to focus on uniting against the main enemy.  
    => Correct answer: C",C
history-2023-303-13,B,multiple_choice,12.0,"['tiến lên xây dựng chủ nghĩa xã hội.', 'chống chế độ phản động thuộc địa.', 'thống nhất đất nước về mặt nhà nước.', 'chống chiến lược Chiến tranh cục bộ.']","Hội nghị Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 7-1936) đã xác định một trong những nhiệm vụ trực tiếp, trước mắt của cách mạng Đông Dương là",,,1.0,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The 1936 conference aimed to strengthen the anti-colonial struggle.  
    - It was not about building socialism or unifying the country under a state.  
    -",B
history-2022-304-9,C,multiple_choice,12.0,"['Thành lập Ngân hàng Thế giới (WB).', 'Thành lập Liên minh châu Âu (EU).', 'Tiêu diệt tận gốc chủ nghĩa phát xít Đức.', 'Thành lập Quỹ Tiền tệ quốc tế (IMF).']",Hội nghị Ianta (tháng 2-1945) đã quyết định vấn đề nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The Yalta Conference (February 1945) was a meeting of the leaders of the United States, the United Kingdom, and the Soviet Union.  
    - The conference decided",C
history-2022-301-12,D,multiple_choice,12.0,"['Thành lập Quỹ Tiền tệ quốc tế (IMF).', 'Thành lập Ngân hàng Thế giới (WB).', 'Thành lập Liên minh châu Âu (EU).', 'Tiêu diệt tận gốc quân phiệt Nhật Bản.']",Hội nghị Ianta (tháng 2-1945) đã quyết định vấn đề nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The Yalta Conference (February 1945) was a meeting of the leaders of the United States, the United Kingdom, and the Soviet Union.  
    - It decided to",B
history-2023-301-29,C,multiple_choice,12.0,"['Đảng Lao động Việt Nam.', 'Đông Dương Cộng sản đàng.', 'Đảng Cộng sản Việt Nam.', 'An Nam Cộng sản đảng.']",Hội nghị hợp nhất các tổ chức cộng sản họp đầu năm 1930 tại Hương Cảng (Trung Quốc) đã quyết định lấy tên đàng là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The 1930 conference in Hong Kong was the first meeting of the Communist parties of Vietnam, China, and Korea.  
    - The decision was to form the Communist Party of",C
history-2022-304-8,C,multiple_choice,12.0,"['hòa hoãn.', 'phòng thủ', 'tiến công.', 'rút lui.']",Hội nghị lần thứ 21 (tháng 7-1973) của Ban Chấp hành Trung ương Đảng Lao động Việt Nam nhấn mạnh cách mạng miền Nam phải giữ vững chiến lược,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,    [B],B
history-2021-303-19,D,multiple_choice,12.0,"['Xóa bỏ cơ chế quản lí kinh tế tập trung.', 'Xóa bỏ cơ chế quản lí kinh tế bao cấp.', 'Phát triển kinh tế hàng hóa nhiều thành phần.', 'Tiếp tục cuộc cách mạng dân tộc dân chủ nhân dân.']",Hội nghị lần thứ 21 Ban Chấp hành Trung ương Đảng Lao động Việt Nam (tháng 7-1973) đề ra chủ trương nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The 21st Central Committee Plenum of the Vietnam Workers' Party (July 1973) adopted the policy of developing a mixed economy with a market orientation.  
   ",C
history-2021-301-17,C,multiple_choice,12.0,"['Xóa bỏ cơ chế quản lí kinh tế tập trung', 'Xóa bỏ cơ chế quản lí kinh tế bao cấp', 'Tiếp tục con đường cách mạng bạo lực', 'Phát triển kinh tế nhiều thành phần']",Hội nghị lần thứ 21 Ban Chấp hành Trung ương Đảng Lao động Việt Nam (tháng 7-1973) đề ra chủ trương nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"    [D]  
    Reasoning:  
    - The 21st Central Committee Plenum of the Vietnam Workers' Party (July 1973) adopted the policy of developing a multi-sector economy.  
    => Correct answer",D
history-2023-303-7,D,multiple_choice,12.0,"['đế quốc Anh.', 'phong kiến tay sai.', 'phát xít Nhật.', 'đế quốc Mĩ.']",Hội nghị lần thứ 21 của Ban Chấp hành Trung ương Đảng Lao động Việt Nam (tháng 7-1973) đã nhận định kẻ thù của cách mạng miền Nam là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The 1973 conference identified the United States as the primary enemy of the South Vietnamese revolution.  
    => Correct answer: D",D
history-2023-301-19,D,multiple_choice,12.0,"['văn hóa', 'kinh tế', 'y tế', 'nhà nước']",Hội nghị lần thứ 24 Ban Chấp hành Trung ương Đảng (tháng 9-1975) đề ra nhiệm vụ hoàn thành thống nhất đất nước về mặt,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The 1975 Central Committee meeting focused on the reunification of the country.  
    - The meeting emphasized the need to strengthen the economy to achieve reunification.  
    =>",B
